iter	Passed	Remaining
1665	124346	174204
1666	124423	174133
1667	124501	174063
1668	124567	173976
1669	124641	173901
1670	124724	173838
1671	124800	173764
1672	124877	173693
1673	124949	173615
1674	125018	173533
1675	125088	173452
1676	125168	173385
1677	125236	173301
1678	125311	173226
1679	125388	173155
1680	125462	173079
1681	125542	173013
1682	125610	172929
1683	125677	172844
1684	125763	172785
1685	125837	172708
1686	125918	172642
1687	125992	172568
1688	126072	172500
1689	126153	172435
1690	126238	172373
1691	126307	172291
1692	126380	172215
1693	126464	172153
1694	126541	172081
1695	126616	172007
1696	126684	171923
1697	126758	171848
1698	126834	171775
1699	126912	171705
1700	126982	171624
1701	127056	171548
1702	127134	171479
1703	127200	171391
1704	127273	171315
1705	127352	171246
1706	127427	171172
1707	127498	171092
1708	127569	171012
1709	127651	170948
1710	127734	170884
1711	127809	170810
1712	127887	170741
1713	127965	170670
1714	128046	170604
1715	128125	170535
1716	128205	170467
1717	128272	170382
1718	128340	170298
1719	128405	170211
1720	128492	170154
1721	128577	170092
1722	128653	170019
1723	128729	169946
1724	128796	169862
1725	128863	169776
1726	128936	169700
1727	129014	169629
1728	129089	169555
1729	129164	169482
1730	129246	169417
1731	129313	169332
1732	129386	169255
1733	129453	169171
1734	129524	169090
1735	129600	169018
1736	129665	168931
1737	129735	168850
1738	129803	168766
1739	129903	168725
1740	129980	168653
1741	130050	168572
1742	130113	168483
1743	130193	168415
1744	130270	168344
1745	130337	168259
1746	130411	168184
1747	130488	168111
1748	130588	168070
1749	130668	168001
1750	130739	167922
1751	130818	167854
1752	130886	167770
1753	130954	167687
1754	131038	167624
1755	131106	167541
1756	131173	167457
1757	131242	167375
1758	131319	167303
1759	131398	167235
1760	131477	167165
1761	131556	167096
1762	131639	167031
1763	131709	166951
1764	131791	166885
1765	131867	166813
1766	131947	166745
1767	132025	166674
1768	132102	166602
1769	132170	166520
1770	132239	166437
1771	132305	166351
1772	132376	166273
1773	132445	166191
1774	132520	166116
1775	132614	166066
1776	132690	165993
1777	132765	165920
1778	132843	165849
1779	132919	165776
1780	132995	165703
1781	133077	165637
1782	133148	165558
1783	133218	165477
1784	133291	165400
1785	133354	165312
1786	133433	165242
1787	133526	165190
1788	133617	165136
1789	133699	165070
1790	133776	164997
1791	133845	164916
1792	133914	164835
1793	133996	164769
1794	134067	164690
1795	134134	164606
1796	134207	164528
1797	134285	164458
1798	134351	164373
1799	134423	164295
1800	134500	164223
1801	134578	164152
1802	134655	164081
1803	134721	163995
1804	134787	163910
1805	134868	163843
1806	134942	163768
1807	135027	163706
1808	135100	163629
1809	135181	163561
1810	135250	163480
1811	135317	163396
1812	135382	163309
1813	135464	163244
1814	135534	163164
1815	135607	163086
1816	135675	163004
1817	135744	162923
1818	135814	162842
1819	135887	162766
1820	135966	162696
1821	136041	162623
1822	136121	162553
1823	136198	162482
1824	136272	162407
1825	136350	162336
1826	136429	162266
1827	136494	162180
1828	136585	162125
1829	136654	162043
1830	136754	161999
1831	136822	161916
1832	136890	161834
1833	136957	161750
1834	137025	161667
1835	137094	161586
1836	137164	161506
1837	137240	161433
1838	137306	161348
1839	137382	161275
1840	137460	161204
1841	137527	161120
1842	137609	161054
1843	137679	160974
1844	137758	160904
1845	137827	160823
1846	137893	160738
1847	137974	160672
1848	138042	160589
1849	138119	160516
1850	138198	160447
1851	138273	160373
1852	138351	160302
1853	138426	160228
1854	138509	160162
1855	138584	160088
1856	138663	160019
1857	138761	159971
1858	138837	159898
1859	138908	159819
1860	138988	159751
1861	139066	159679
1862	139136	159600
1863	139207	159520
1864	139280	159444
1865	139362	159378
1866	139431	159297
1867	139500	159215
1868	139572	159137
1869	139672	159092
1870	139747	159018
1871	139826	158947
1872	139902	158875
1873	139977	158800
1874	140058	158732
1875	140126	158650
1876	140199	158573
1877	140277	158503
1878	140343	158418
1879	140413	158338
1880	140498	158275
1881	140573	158201
1882	140641	158119
1883	140726	158056
1884	140824	158007
1885	140892	157925
1886	140963	157846
1887	141042	157775
1888	141123	157708
1889	141191	157626
1890	141256	157541
1891	141338	157473
1892	141416	157403
1893	141483	157320
1894	141552	157239
1895	141631	157169
1896	141700	157088
1897	141771	157009
1898	141842	156930
1899	141911	156850
1900	141994	156784
1901	142071	156712
1902	142144	156635
1903	142225	156567
1904	142294	156486
1905	142366	156408
1906	142434	156326
1907	142504	156246
1908	142582	156175
1909	142658	156103
1910	142739	156035
1911	142829	155977
1912	142912	155910
1913	142988	155837
1914	143063	155763
1915	143132	155682
1916	143200	155600
1917	143269	155520
1918	143346	155447
1919	143424	155376
1920	143501	155304
1921	143579	155232
1922	143655	155160
1923	143734	155089
1924	143812	155019
1925	143891	154948
1926	143962	154869
1927	144030	154787
1928	144106	154714
1929	144183	154642
1930	144260	154570
1931	144338	154499
1932	144404	154414
1933	144479	154340
1934	144559	154271
1935	144637	154200
1936	144709	154122
1937	144786	154049
1938	144855	153969
1939	144947	153912
1940	145020	153837
1941	145101	153768
1942	145176	153694
1943	145246	153614
1944	145319	153537
1945	145389	153458
1946	145458	153377
1947	145523	153292
1948	145600	153220
1949	145673	153143
1950	145751	153072
1951	145822	152994
1952	145897	152919
1953	145974	152847
1954	146054	152778
1955	146132	152706
1956	146208	152633
1957	146279	152555
1958	146343	152469
1959	146426	152403
1960	146493	152320
1961	146561	152238
1962	146643	152171
1963	146723	152101
1964	146789	152018
1965	146860	151940
1966	146944	151875
1967	147018	151799
1968	147093	151724
1969	147168	151650
1970	147235	151567
1971	147312	151496
1972	147386	151420
1973	147457	151342
1974	147523	151258
1975	147604	151189
1976	147688	151125
1977	147765	151052
1978	147831	150969
1979	147905	150893
1980	147983	150822
1981	148052	150741
1982	148122	150661
1983	148202	150592
1984	148268	150509
1985	148337	150428
1986	148413	150355
1987	148491	150283
1988	148569	150212
1989	148636	150130
1990	148705	150050
1991	148787	149982
1992	148860	149905
1993	148930	149826
1994	149044	149791
1995	149113	149711
1996	149192	149640
1997	149271	149570
1998	149335	149485
1999	149416	149416
2000	149493	149344
2001	149568	149270
2002	149645	149197
2003	149714	149116
2004	149784	149037
2005	149865	148968
2006	149941	148895
2007	150019	148824
2008	150127	148781
2009	150193	148698
2010	150264	148620
2011	150347	148554
2012	150420	148477
2013	150501	148409
2014	150572	148330
2015	150653	148262
2016	150732	148191
2017	150805	148115
2018	150872	148033
2019	150958	147969
2020	151044	147905
2021	151120	147832
2022	151201	147762
2023	151276	147689
2024	151348	147611
2025	151418	147532
2026	151493	147457
2027	151562	147377
2028	151631	147296
2029	151698	147214
2030	151770	147137
2031	151846	147063
2032	151914	146982
2033	151986	146905
2034	152070	146839
2035	152143	146763
2036	152223	146693
2037	152302	146623
2038	152380	146551
2039	152456	146477
2040	152522	146394
2041	152593	146316
2042	152673	146246
2043	152746	146170
2044	152826	146100
2045	152895	146020
2046	152964	145940
2047	153045	145871
2048	153141	145817
2049	153215	145742
2050	153280	145657
2051	153348	145576
2052	153419	145498
2053	153486	145416
2054	153564	145344
2055	153633	145264
2056	153718	145199
2057	153798	145129
2058	153863	145045
2059	153936	144969
2060	154012	144895
2061	154092	144826
2062	154167	144752
2063	154239	144674
2064	154309	144595
2065	154385	144521
2066	154453	144440
2067	154524	144362
2068	154601	144289
2069	154681	144219
2070	154763	144151
2071	154838	144077
2072	154915	144005
2073	154995	143935
2074	155064	143854
2075	155164	143803
2076	155236	143726
2077	155320	143660
2078	155383	143574
2079	155458	143500
2080	155536	143428
2081	155617	143359
2082	155687	143280
2083	155772	143215
2084	155846	143139
2085	155915	143059
2086	155986	142980
2087	156070	142915
2088	156141	142837
2089	156248	142792
2090	156315	142710
2091	156394	142638
2092	156467	142562
2093	156546	142491
2094	156624	142419
2095	156700	142345
2096	156809	142302
2097	156892	142235
2098	156967	142160
2099	157047	142090
2100	157124	142017
2101	157203	141947
2102	157280	141873
2103	157354	141798
2104	157434	141728
2105	157544	141685
2106	157637	141627
2107	157703	141544
2108	157771	141463
2109	157838	141381
2110	157916	141309
2111	157992	141235
2112	158073	141166
2113	158152	141095
2114	158216	141011
2115	158285	140930
2116	158370	140865
2117	158447	140792
2118	158526	140721
2119	158602	140647
2120	158668	140565
2121	158747	140493
2122	158821	140417
2123	158902	140349
2124	158978	140275
2125	159055	140202
2126	159134	140131
2127	159213	140059
2128	159296	139992
2129	159363	139910
2130	159430	139828
2131	159505	139754
2132	159584	139683
2133	159662	139611
2134	159738	139537
2135	159828	139476
2136	159906	139403
2137	159984	139331
2138	160063	139260
2139	160139	139186
2140	160218	139115
2141	160295	139042
2142	160376	138973
2143	160452	138899
2144	160530	138826
2145	160605	138752
2146	160685	138681
2147	160749	138597
2148	160825	138523
2149	160901	138450
2150	160978	138377
2151	161059	138307
2152	161126	138225
2153	161191	138142
2154	161261	138063
2155	161348	137998
2156	161430	137931
2157	161510	137860
2158	161583	137784
2159	161665	137715
2160	161732	137633
2161	161805	137557
2162	161872	137475
2163	161949	137402
2164	162023	137327
2165	162093	137247
2166	162164	137170
2167	162231	137088
2168	162306	137013
2169	162386	136943
2170	162465	136872
2171	162541	136797
2172	162635	136739
2173	162710	136664
2174	162784	136589
2175	162850	136506
2176	162927	136433
2177	163004	136360
2178	163078	136285
2179	163160	136216
2180	163238	136144
2181	163317	136072
2182	163392	135998
2183	163474	135929
2184	163543	135849
2185	163630	135784
2186	163701	135706
2187	163784	135638
2188	163860	135565
2189	163935	135490
2190	164002	135408
2191	164073	135330
2192	164138	135248
2193	164202	135163
2194	164280	135091
2195	164356	135018
2196	164446	134955
2197	164525	134884
2198	164591	134802
2199	164659	134721
2200	164766	134673
2201	164839	134596
2202	164905	134514
2203	164994	134450
2204	165067	134374
2205	165157	134312
2206	165245	134248
2207	165323	134175
2208	165423	134121
2209	165521	134065
2210	165582	133978
2211	165661	133906
2212	165735	133831
2213	165815	133760
2214	165892	133687
2215	165968	133613
2216	166031	133528
2217	166107	133454
2218	166213	133405
2219	166292	133333
2220	166360	133252
2221	166444	133185
2222	166510	133103
2223	166584	133028
2224	166647	132943
2225	166756	132896
2226	166851	132836
2227	166922	132759
2228	166987	132676
2229	167068	132606
2230	167136	132525
2231	167203	132444
2232	167270	132363
2233	167352	132293
2234	167429	132220
2235	167511	132151
2236	167616	132099
2237	167685	132020
2238	167770	131953
2239	167850	131882
2240	167921	131804
2241	167999	131731
2242	168081	131662
2243	168154	131585
2244	168221	131505
2245	168311	131441
2246	168381	131363
2247	168447	131281
2248	168557	131233
2249	168639	131163
2250	168714	131089
2251	168794	131018
2252	168870	130944
2253	168937	130863
2254	169011	130787
2255	169090	130715
2256	169164	130639
2257	169233	130560
2258	169308	130485
2259	169375	130404
2260	169451	130329
2261	169539	130264
2262	169620	130194
2263	169685	130112
2264	169755	130033
2265	169832	129960
2266	169904	129882
2267	169970	129801
2268	170047	129727
2269	170126	129655
2270	170207	129585
2271	170286	129513
2272	170359	129437
2273	170427	129356
2274	170498	129278
2275	170576	129206
2276	170643	129125
2277	170710	129044
2278	170781	128966
2279	170859	128894
2280	170937	128821
2281	171017	128750
2282	171093	128675
2283	171171	128603
2284	171252	128532
2285	171325	128456
2286	171388	128372
2287	171465	128299
2288	171543	128226
2289	171653	128177
2290	171748	128118
2291	171828	128046
2292	171894	127964
2293	171964	127886
2294	172046	127816
2295	172122	127742
2296	172230	127692
2297	172301	127614
2298	172383	127544
2299	172460	127471
2300	172543	127401
2301	172619	127327
2302	172698	127255
2303	172775	127182
2304	172852	127108
2305	172918	127026
2306	172995	126953
2307	173072	126880
2308	173152	126808
2309	173229	126735
2310	173308	126663
2311	173383	126588
2312	173463	126516
2313	173542	126444
2314	173619	126371
2315	173691	126293
2316	173755	126210
2317	173834	126138
2318	173913	126066
2319	173993	125995
2320	174063	125916
2321	174150	125850
2322	174225	125775
2323	174324	125717
2324	174399	125642
2325	174478	125570
2326	174556	125497
2327	174630	125422
2328	174712	125352
2329	174792	125280
2330	174860	125200
2331	174932	125123
2332	175029	125063
2333	175109	124992
2334	175175	124911
2335	175261	124843
2336	175329	124764
2337	175404	124688
2338	175480	124614
2339	175555	124539
2340	175631	124464
2341	175732	124408
2342	175797	124326
2343	175867	124248
2344	175933	124166
2345	176006	124089
2346	176087	124018
2347	176165	123946
2348	176241	123871
2349	176323	123801
2350	176389	123720
2351	176455	123639
2352	176552	123579
2353	176628	123504
2354	176709	123434
2355	176780	123356
2356	176849	123276
2357	176927	123203
2358	177002	123128
2359	177080	123055
2360	177159	122983
2361	177228	122904
2362	177299	122826
2363	177374	122751
2364	177443	122672
2365	177521	122599
2366	177592	122521
2367	177676	122452
2368	177760	122383
2369	177828	122304
2370	177913	122235
2371	177984	122158
2372	178062	122084
2373	178146	122015
2374	178226	121944
2375	178305	121872
2376	178379	121796
2377	178457	121723
2378	178538	121652
2379	178608	121574
2380	178687	121501
2381	178755	121421
2382	178826	121344
2383	178908	121273
2384	178976	121193
2385	179046	121115
2386	179122	121041
2387	179203	120970
2388	179273	120891
2389	179355	120820
2390	179433	120747
2391	179508	120673
2392	179575	120592
2393	179651	120518
2394	179725	120442
2395	179818	120379
2396	179885	120299
2397	179960	120223
2398	180027	120143
2399	180098	120065
2400	180178	119994
2401	180250	119917
2402	180329	119844
2403	180429	119785
2404	180537	119732
2405	180609	119655
2406	180687	119582
2407	180755	119502
2408	180822	119422
2409	180902	119350
2410	180982	119279
2411	181057	119203
2412	181134	119129
2413	181217	119059
2414	181294	118986
2415	181361	118906
2416	181436	118830
2417	181526	118765
2418	181602	118691
2419	181682	118619
2420	181760	118546
2421	181853	118482
2422	181933	118410
2423	182010	118336
2424	182087	118263
2425	182160	118186
2426	182240	118114
2427	182321	118043
2428	182400	117970
2429	182467	117890
2430	182538	117813
2431	182602	117730
2432	182683	117659
2433	182748	117577
2434	182821	117501
2435	182894	117424
2436	182977	117354
2437	183051	117279
2438	183129	117206
2439	183198	117126
2440	183265	117046
2441	183351	116978
2442	183430	116905
2443	183503	116829
2444	183580	116755
2445	183644	116673
2446	183702	116587
2447	183775	116511
2448	183838	116428
2449	183931	116364
2450	184011	116293
2451	184090	116220
2452	184169	116147
2453	184245	116073
2454	184327	116002
2455	184403	115927
2456	184477	115852
2457	184545	115772
2458	184617	115695
2459	184692	115620
2460	184775	115550
2461	184851	115475
2462	184920	115397
2463	184994	115321
2464	185071	115247
2465	185147	115172
2466	185224	115098
2467	185297	115022
2468	185365	114943
2469	185443	114869
2470	185521	114796
2471	185598	114722
2472	185676	114649
2473	185746	114571
2474	185813	114491
2475	185890	114417
2476	185967	114343
2477	186032	114262
2478	186098	114181
2479	186165	114101
2480	186237	114024
2481	186313	113950
2482	186390	113876
2483	186458	113796
2484	186524	113716
2485	186600	113641
2486	186673	113565
2487	186758	113496
2488	186835	113422
2489	186909	113346
2490	186976	113266
2491	187049	113190
2492	187117	113111
2493	187190	113034
2494	187267	112960
2495	187350	112890
2496	187421	112813
2497	187503	112742
2498	187578	112666
2499	187659	112595
2500	187734	112520
2501	187803	112441
2502	187888	112372
2503	187964	112298
2504	188059	112235
2505	188135	112160
2506	188257	112113
2507	188356	112052
2508	188434	111979
2509	188510	111904
2510	188588	111831
2511	188663	111755
2512	188750	111687
2513	188823	111611
2514	188902	111538
2515	188974	111461
2516	189038	111380
2517	189118	111308
2518	189193	111232
2519	189274	111161
2520	189356	111090
2521	189429	111013
2522	189505	110939
2523	189588	110868
2524	189655	110788
2525	189726	110711
2526	189807	110639
2527	189884	110565
2528	189966	110494
2529	190034	110415
2530	190117	110344
2531	190191	110269
2532	190270	110196
2533	190345	110121
2534	190426	110049
2535	190503	109975
2536	190581	109901
2537	190663	109830
2538	190740	109756
2539	190811	109678
2540	190879	109599
2541	190957	109526
2542	191033	109451
2543	191113	109379
2544	191188	109304
2545	191253	109223
2546	191330	109149
2547	191396	109069
2548	191467	108991
2549	191536	108913
2550	191610	108837
2551	191678	108757
2552	191746	108678
2553	191814	108599
2554	191894	108527
2555	191959	108446
2556	192030	108369
2557	192124	108304
2558	192202	108231
2559	192288	108162
2560	192370	108090
2561	192446	108016
2562	192513	107936
2563	192601	107868
2564	192686	107799
2565	192766	107727
2566	192834	107647
2567	192905	107570
2568	192981	107495
2569	193051	107417
2570	193117	107337
2571	193183	107257
2572	193258	107182
2573	193342	107112
2574	193411	107033
2575	193481	106955
2576	193550	106877
2577	193628	106803
2578	193702	106727
2579	193781	106654
2580	193850	106576
2581	193923	106500
2582	194001	106426
2583	194068	106346
2584	194138	106268
2585	194253	106215
2586	194320	106136
2587	194391	106058
2588	194459	105979
2589	194533	105904
2590	194603	105826
2591	194684	105754
2592	194761	105680
2593	194856	105616
2594	194924	105537
2595	194991	105457
2596	195061	105379
2597	195134	105303
2598	195210	105229
2599	195290	105156
2600	195355	105076
2601	195429	105000
2602	195503	104924
2603	195582	104851
2604	195662	104778
2605	195741	104705
2606	195821	104633
2607	195894	104557
2608	195978	104486
2609	196049	104409
2610	196128	104336
2611	196198	104258
2612	196301	104198
2613	196373	104121
2614	196453	104048
2615	196520	103969
2616	196595	103894
2617	196665	103816
2618	196733	103737
2619	196815	103666
2620	196888	103590
2621	196989	103528
2622	197068	103455
2623	197142	103379
2624	197211	103301
2625	197284	103224
2626	197366	103153
2627	197443	103079
2628	197512	103001
2629	197587	102925
2630	197661	102850
2631	197729	102771
2632	197799	102693
2633	197870	102616
2634	197938	102537
2635	198007	102458
2636	198079	102382
2637	198153	102306
2638	198233	102234
2639	198315	102162
2640	198386	102085
2641	198452	102005
2642	198525	101929
2643	198604	101855
2644	198681	101781
2645	198751	101704
2646	198820	101625
2647	198900	101553
2648	198978	101479
2649	199058	101407
2650	199135	101333
2651	199214	101259
2652	199290	101185
2653	199365	101109
2654	199433	101031
2655	199504	100953
2656	199572	100875
2657	199662	100807
2658	199731	100729
2659	199811	100656
2660	199881	100579
2661	199961	100506
2662	200028	100427
2663	200103	100351
2664	200195	100285
2665	200276	100213
2666	200353	100139
2667	200427	100063
2668	200495	99985
2669	200561	99905
2670	200645	99834
2671	200724	99761
2672	200792	99682
2673	200863	99605
2674	200943	99532
2675	201020	99458
2676	201098	99384
2677	201163	99304
2678	201256	99238
2679	201332	99163
2680	201412	99090
2681	201476	99010
2682	201545	98932
2683	201627	98860
2684	201697	98783
2685	201761	98702
2686	201846	98631
2687	201921	98557
2688	201997	98482
2689	202076	98408
2690	202150	98333
2691	202230	98260
2692	202298	98182
2693	202380	98110
2694	202480	98046
2695	202550	97969
2696	202620	97891
2697	202686	97812
2698	202752	97732
2699	202820	97654
2700	202901	97581
2701	202967	97502
2702	203043	97427
2703	203119	97353
2704	203187	97274
2705	203258	97197
2706	203335	97123
2707	203411	97048
2708	203510	96984
2709	203574	96904
2710	203688	96847
2711	203762	96771
2712	203837	96696
2713	203920	96625
2714	203995	96550
2715	204073	96476
2716	204150	96402
2717	204218	96323
2718	204296	96249
2719	204373	96175
2720	204457	96104
2721	204527	96027
2722	204606	95953
2723	204683	95879
2724	204757	95803
2725	204826	95725
2726	204900	95650
2727	204981	95577
2728	205057	95503
2729	205124	95424
2730	205195	95347
2731	205273	95273
2732	205348	95198
2733	205418	95120
2734	205491	95044
2735	205558	94965
2736	205634	94890
2737	205700	94811
2738	205771	94734
2739	205838	94655
2740	205904	94576
2741	205972	94498
2742	206051	94424
2743	206133	94352
2744	206209	94278
2745	206279	94200
2746	206362	94129
2747	206446	94057
2748	206528	93986
2749	206599	93908
2750	206667	93830
2751	206737	93752
2752	206819	93680
2753	206895	93606
2754	206973	93532
2755	207049	93457
2756	207116	93379
2757	207189	93302
2758	207255	93223
2759	207326	93146
2760	207395	93068
2761	207468	92992
2762	207549	92920
2763	207619	92842
2764	207689	92765
2765	207758	92687
2766	207841	92615
2767	207918	92541
2768	207997	92468
2769	208074	92394
2770	208153	92320
2771	208231	92246
2772	208295	92166
2773	208372	92092
2774	208448	92017
2775	208525	91943
2776	208638	91884
2777	208717	91811
2778	208788	91734
2779	208899	91675
2780	208965	91595
2781	209055	91527
2782	209124	91449
2783	209194	91372
2784	209274	91299
2785	209371	91233
2786	209437	91154
2787	209507	91077
2788	209589	91004
2789	209670	90932
2790	209738	90854
2791	209805	90775
2792	209884	90702
2793	209963	90628
2794	210036	90552
2795	210104	90474
2796	210180	90399
2797	210249	90321
2798	210316	90243
2799	210398	90170
2800	210476	90096
2801	210540	90017
2802	210632	89948
2803	210702	89871
2804	210771	89794
2805	210839	89715
2806	210910	89639
2807	210992	89566
2808	211068	89491
2809	211141	89415
2810	211224	89343
2811	211294	89266
2812	211364	89189
2813	211445	89116
2814	211540	89049
2815	211613	88973
2816	211697	88902
2817	211765	88824
2818	211833	88746
2819	211902	88668
2820	211968	88589
2821	212033	88509
2822	212139	88447
2823	212204	88368
2824	212289	88297
2825	212367	88223
2826	212445	88149
2827	212512	88071
2828	212587	87995
2829	212683	87929
2830	212758	87854
2831	212831	87777
2832	212896	87698
2833	212973	87624
2834	213055	87551
2835	213130	87476
2836	213200	87399
2837	213267	87320
2838	213347	87247
2839	213427	87174
2840	213496	87096
2841	213597	87032
2842	213672	86957
2843	213754	86884
2844	213842	86814
2845	213923	86741
2846	213996	86665
2847	214065	86588
2848	214139	86512
2849	214210	86436
2850	214292	86363
2851	214364	86287
2852	214446	86214
2853	214512	86135
2854	214588	86061
2855	214665	85986
2856	214775	85925
2857	214854	85851
2858	214928	85776
2859	215010	85703
2860	215090	85630
2861	215171	85557
2862	215244	85481
2863	215357	85421
2864	215433	85346
2865	215496	85266
2866	215564	85188
2867	215640	85113
2868	215721	85040
2869	215798	84966
2870	215870	84889
2871	215969	84823
2872	216050	84750
2873	216119	84673
2874	216203	84601
2875	216276	84525
2876	216357	84452
2877	216435	84378
2878	216503	84300
2879	216573	84223
2880	216680	84160
2881	216779	84094
2882	216856	84019
2883	216931	83944
2884	216999	83866
2885	217074	83791
2886	217147	83715
2887	217212	83635
2888	217288	83560
2889	217352	83481
2890	217429	83406
2891	217527	83340
2892	217595	83262
2893	217677	83190
2894	217756	83116
2895	217833	83041
2896	217897	82962
2897	217965	82884
2898	218032	82805
2899	218111	82732
2900	218178	82653
2901	218257	82579
2902	218331	82504
2903	218398	82425
2904	218476	82351
2905	218555	82277
2906	218624	82200
2907	218697	82124
2908	218770	82048
2909	218881	81986
2910	218954	81910
2911	219035	81837
2912	219113	81763
2913	219181	81685
2914	219252	81608
2915	219319	81530
2916	219396	81455
2917	219469	81379
2918	219536	81301
2919	219608	81224
2920	219687	81151
2921	219764	81076
2922	219842	81002
2923	219922	80929
2924	219986	80849
2925	220055	80772
2926	220147	80703
2927	220219	80626
2928	220298	80553
2929	220373	80477
2930	220454	80404
2931	220531	80329
2932	220607	80255
2933	220686	80181
2934	220768	80108
2935	220859	80038
2936	220927	79961
2937	220998	79884
2938	221078	79810
2939	221155	79736
2940	221233	79662
2941	221311	79587
2942	221381	79510
2943	221452	79433
2944	221526	79358
2945	221606	79284
2946	221675	79207
2947	221745	79130
2948	221826	79057
2949	221897	78980
2950	221966	78902
2951	222040	78827
2952	222109	78749
2953	222178	78672
2954	222255	78597
2955	222334	78524
2956	222410	78449
2957	222492	78376
2958	222569	78301
2959	222636	78223
2960	222707	78147
2961	222819	78084
2962	222910	78015
2963	222983	77938
2964	223051	77861
2965	223117	77782
2966	223191	77706
2967	223266	77631
2968	223342	77556
2969	223421	77482
2970	223498	77408
2971	223574	77333
2972	223663	77262
2973	223748	77190
2974	223824	77116
2975	223901	77041
2976	223977	76966
2977	224055	76892
2978	224135	76818
2979	224212	76743
2980	224294	76670
2981	224382	76599
2982	224458	76524
2983	224526	76447
2984	224595	76369
2985	224659	76291
2986	224744	76219
2987	224816	76142
2988	224899	76070
2989	225005	76005
2990	225092	75933
2991	225165	75857
2992	225241	75782
2993	225310	75705
2994	225382	75629
2995	225463	75555
2996	225530	75477
2997	225597	75399
2998	225666	75322
2999	225744	75248
3000	225823	75174
3001	225892	75096
3002	225964	75020
3003	226044	74946
3004	226118	74871
3005	226198	74797
3006	226273	74722
3007	226340	74644
3008	226417	74569
3009	226492	74494
3010	226569	74419
3011	226648	74345
3012	226747	74278
3013	226817	74201
3014	226897	74127
3015	226988	74057
3016	227065	73982
3017	227156	73912
3018	227267	73848
3019	227356	73777
3020	227421	73699
3021	227529	73634
3022	227665	73579
3023	227730	73500
3024	227793	73420
3025	227863	73344
3026	227954	73273
3027	228050	73205
3028	228123	73128
3029	228188	73050
3030	228281	72980
3031	228370	72909
3032	228438	72832
3033	228505	72754
3034	228602	72685
3035	228663	72606
3036	228728	72527
3037	228791	72448
3038	228854	72369
3039	228943	72298
3040	229009	72219
3041	229087	72145
3042	229150	72066
3043	229231	71992
3044	229308	71917
3045	229387	71843
3046	229453	71765
3047	229525	71689
3048	229604	71614
3049	229669	71536
3050	229744	71461
3051	229836	71390
3052	229914	71316
3053	229982	71238
3054	230051	71161
3055	230135	71088
3056	230208	71012
3057	230273	70934
3058	230350	70859
3059	230427	70784
3060	230505	70710
3061	230585	70636
3062	230665	70562
3063	230743	70488
3064	230822	70413
3065	230894	70337
3066	230975	70264
3067	231055	70190
3068	231147	70120
3069	231225	70045
3070	231300	69970
3071	231382	69896
3072	231449	69818
3073	231526	69744
3074	231606	69670
3075	231678	69593
3076	231754	69518
3077	231835	69445
3078	231934	69376
3079	232005	69300
3080	232075	69223
3081	232149	69147
3082	232226	69072
3083	232323	69003
3084	232390	68926
3085	232458	68848
3086	232538	68774
3087	232615	68699
3088	232690	68624
3089	232771	68550
3090	232842	68474
3091	232923	68400
3092	232993	68323
3093	233067	68247
3094	233131	68169
3095	233226	68099
3096	233299	68023
3097	233366	67946
3098	233433	67868
3099	233499	67790
3100	233566	67712
3101	233636	67635
3102	233704	67558
3103	233783	67483
3104	233880	67414
3105	233955	67339
3106	234027	67263
3107	234109	67189
3108	234189	67115
3109	234254	67037
3110	234323	66960
3111	234407	66887
3112	234480	66811
3113	234564	66738
3114	234629	66660
3115	234699	66583
3116	234787	66511
3117	234856	66434
3118	234936	66360
3119	235013	66285
3120	235093	66211
3121	235173	66137
3122	235262	66066
3123	235332	65989
3124	235405	65913
3125	235481	65838
3126	235560	65764
3127	235638	65689
3128	235717	65615
3129	235791	65539
3130	235887	65469
3131	235961	65394
3132	236041	65320
3133	236109	65242
3134	236177	65165
3135	236260	65092
3136	236339	65017
3137	236415	64942
3138	236480	64864
3139	236553	64788
3140	236631	64714
3141	236712	64640
3142	236806	64569
3143	236884	64495
3144	236960	64419
3145	237032	64343
3146	237103	64267
3147	237173	64190
3148	237242	64113
3149	237333	64042
3150	237399	63964
3151	237473	63888
3152	237552	63814
3153	237629	63739
3154	237697	63662
3155	237774	63587
3156	237849	63511
3157	237928	63437
3158	238002	63361
3159	238070	63284
3160	238138	63207
3161	238206	63130
3162	238281	63054
3163	238348	62977
3164	238416	62899
3165	238485	62822
3166	238562	62747
3167	238628	62670
3168	238695	62592
3169	238763	62515
3170	238843	62441
3171	238925	62367
3172	238992	62290
3173	239061	62213
3174	239130	62136
3175	239205	62060
3176	239273	61983
3177	239367	61913
3178	239437	61836
3179	239539	61767
3180	239604	61690
3181	239675	61613
3182	239754	61539
3183	239828	61463
3184	239908	61389
3185	239976	61312
3186	240043	61234
3187	240126	61161
3188	240197	61085
3189	240266	61008
3190	240341	60932
3191	240422	60858
3192	240500	60784
3193	240578	60709
3194	240645	60632
3195	240716	60555
3196	240787	60479
3197	240856	60402
3198	240936	60328
3199	241013	60253
3200	241089	60178
3201	241173	60105
3202	241244	60028
3203	241316	59952
3204	241403	59880
3205	241471	59803
3206	241541	59726
3207	241616	59651
3208	241684	59573
3209	241758	59498
3210	241836	59423
3211	241911	59348
3212	241999	59276
3213	242073	59200
3214	242151	59125
3215	242227	59050
3216	242305	58975
3217	242386	58901
3218	242459	58825
