iter	RMSE
355	0.1123888738
356	0.1123574206
357	0.1123414249
358	0.1123135376
359	0.112287487
360	0.1122712688
361	0.1122489966
362	0.1122322933
363	0.1122140725
364	0.1121937474
365	0.1121774115
366	0.1121473954
367	0.1121145859
368	0.1120757729
369	0.1120542288
370	0.1120218341
371	0.1119991058
372	0.1119614254
373	0.1119361185
374	0.1119123875
375	0.1119004679
376	0.1118801647
377	0.1118594092
378	0.1118477259
379	0.1118227304
380	0.111793938
381	0.1117762296
382	0.1117631014
383	0.1117294914
384	0.1117043312
385	0.111686938
386	0.111662407
387	0.1116410416
388	0.1116142573
389	0.1116020403
390	0.1115810783
391	0.1115597133
392	0.111534067
393	0.1115015369
394	0.111476411
395	0.1114520684
396	0.1114244489
397	0.1113962173
398	0.111361045
399	0.1113253665
400	0.111305753
401	0.1112838358
402	0.1112567073
403	0.1112336602
404	0.1112171521
405	0.1111797324
406	0.1111531313
407	0.1111209193
408	0.1110995695
409	0.1110905108
410	0.1110626177
411	0.1110523599
412	0.1110332023
413	0.1110034581
414	0.1109660383
415	0.1109484938
416	0.1109279422
417	0.1109014685
418	0.1108864126
419	0.1108567378
420	0.1108433405
421	0.1108213533
422	0.1108212678
423	0.1107834595
424	0.1107632997
425	0.110740833
426	0.1107283229
427	0.1106950442
428	0.1106755824
429	0.110659932
430	0.1106348376
431	0.1106242438
432	0.1106042568
433	0.110586198
434	0.1105647108
435	0.1105308482
436	0.1105054865
437	0.1104944657
438	0.1104543566
439	0.1104393492
440	0.1104177887
441	0.110403565
442	0.1103719969
443	0.110340984
444	0.1103153873
445	0.1103048046
446	0.1102762727
447	0.1102613393
448	0.1102273333
449	0.1102048904
450	0.1101777372
451	0.1101258818
452	0.1101028783
453	0.1100897363
454	0.1100653406
455	0.1100491081
456	0.1100320058
457	0.1100075092
458	0.109982079
459	0.1099700748
460	0.1099601413
461	0.1099343546
462	0.1099211223
463	0.1098977003
464	0.1098663279
465	0.1098303172
466	0.1098014701
467	0.1097883785
468	0.1097592233
469	0.1097458762
470	0.1097173356
471	0.1097011314
472	0.1096875453
473	0.1096591829
474	0.1096426803
475	0.1096332846
476	0.1096189845
477	0.1096050619
478	0.1095946875
479	0.1095854075
480	0.1095664749
481	0.1095452966
482	0.1095257652
483	0.1094996468
484	0.1094914374
485	0.1094721436
486	0.1094401957
487	0.1094286931
488	0.1093969747
489	0.1093704974
490	0.1093458168
491	0.1093197266
492	0.1093102655
493	0.1092850814
494	0.109241937
495	0.1092196359
496	0.1091832508
497	0.1091605844
498	0.1091474235
499	0.1091269815
500	0.1091073537
501	0.109097142
502	0.1090736188
503	0.1090503007
504	0.1090284787
505	0.1089976958
506	0.1089772496
507	0.1089547015
508	0.1089416797
509	0.1089032157
510	0.1088927269
511	0.1088781187
512	0.1088589695
513	0.1088393336
514	0.1088168874
515	0.1088019301
516	0.1087856801
517	0.1087601029
518	0.1087491344
519	0.1087172075
520	0.1086932118
521	0.1086681006
522	0.1086479401
523	0.1086286744
524	0.1086076219
525	0.1085854274
526	0.1085636244
527	0.1085347931
528	0.1085200631
529	0.1084750195
530	0.108456299
531	0.1084283441
532	0.1084144656
533	0.1083832153
534	0.1083427449
535	0.108313855
536	0.1082761918
537	0.1082579477
538	0.1082152923
539	0.1081857846
540	0.1081692031
541	0.1081492549
542	0.1081401988
543	0.1081400836
544	0.1081223428
545	0.1081063924
546	0.1080805821
547	0.108056413
548	0.108049686
549	0.1080066508
550	0.1079955411
551	0.1079767873
552	0.107951938
553	0.107939125
554	0.1079238265
555	0.107908997
556	0.1078921032
557	0.1078739188
558	0.1078571974
559	0.1078369556
560	0.1078184982
561	0.1077968017
562	0.107766764
563	0.1077490406
564	0.1077315498
565	0.1077181553
566	0.1076873438
567	0.1076837631
568	0.1076578118
569	0.1076427381
570	0.1076276565
571	0.1076134217
572	0.1075899144
573	0.1075725289
574	0.1075405474
575	0.1075063611
576	0.1074882627
577	0.1074662335
578	0.10743123
579	0.1074030775
580	0.1073750182
581	0.1073514227
582	0.1073214666
583	0.1073012238
584	0.1072834173
585	0.1072639868
586	0.1072398468
587	0.1072149219
588	0.1071955832
589	0.1071856289
590	0.1071725356
591	0.1071633696
592	0.1071603612
593	0.1071451395
594	0.1071254271
595	0.1071045759
596	0.1070834779
597	0.1070608415
598	0.107043747
599	0.1070215256
600	0.1070031518
601	0.1069912795
602	0.1069724561
603	0.1069471232
604	0.1069226174
605	0.1069092238
606	0.106890364
607	0.1068822917
608	0.1068556326
609	0.1068337164
610	0.1068124983
611	0.1068043867
612	0.1067863256
613	0.1067764621
614	0.1067465381
615	0.1067348656
616	0.1067213245
617	0.1066955349
618	0.106676105
619	0.1066529224
620	0.1066374447
621	0.1066111966
622	0.1065970688
623	0.1065831045
624	0.1065666164
625	0.1065609632
626	0.1065400404
627	0.10652567
628	0.1065095847
629	0.1064858131
630	0.1064853701
631	0.1064649636
632	0.1064358804
633	0.1064135478
634	0.1063974963
635	0.1063785628
636	0.1063504264
637	0.106331517
638	0.1063117395
639	0.1063030621
640	0.1062891033
641	0.1062662705
642	0.1062490104
643	0.1062384998
644	0.1062365615
645	0.1062086608
646	0.1061768037
647	0.1061676758
648	0.1061500122
649	0.1061331091
650	0.106105846
651	0.1060967587
652	0.106078513
653	0.1060618043
654	0.1060436292
655	0.1060158169
656	0.1059764187
657	0.1059661656
658	0.1059637478
659	0.1059495769
660	0.1059269439
661	0.1059110303
662	0.1058824765
663	0.105872421
664	0.1058543603
665	0.1058413618
666	0.1058220977
667	0.105807065
668	0.1057853009
669	0.1057710076
670	0.1057475711
671	0.1057270699
672	0.1056920209
673	0.1056696887
674	0.1056627361
675	0.1056447493
676	0.1056267573
677	0.105619338
678	0.1056003108
679	0.1055987124
680	0.1055921433
681	0.1055877259
682	0.1055862077
683	0.1055856468
684	0.1055528742
685	0.1055442642
686	0.1055409345
687	0.1055311255
688	0.1055122032
689	0.1054850619
690	0.1054720408
691	0.105449428
692	0.1054400875
693	0.105416292
694	0.1054002529
695	0.1053713899
696	0.1053514294
697	0.1053404135
698	0.105322242
699	0.1052967046
700	0.1052727601
701	0.1052567514
702	0.1052470984
703	0.1052459557
704	0.1052337679
705	0.1052193214
706	0.1052026926
707	0.1051836508
708	0.1051707134
709	0.105158012
710	0.1051409437
711	0.105122548
712	0.1051050653
713	0.1050810673
714	0.1050802534
715	0.1050786283
716	0.1050485991
717	0.1050147536
718	0.1050113896
719	0.1049951811
720	0.1049553079
721	0.1049399995
722	0.1049277047
723	0.1049098245
724	0.1049015897
725	0.1048899222
726	0.1048743843
727	0.1048595019
728	0.1048410048
729	0.104826564
730	0.1048139797
731	0.1048009352
732	0.1047892182
733	0.1047875862
734	0.1047670376
735	0.1047497972
736	0.1047319701
737	0.1047168801
738	0.1046942478
739	0.1046795878
740	0.1046726442
741	0.1046674913
742	0.104648934
743	0.1046367101
744	0.1046175155
745	0.1045990788
746	0.1045767887
747	0.104544213
748	0.104520656
749	0.104503897
750	0.1044984914
751	0.1044813717
752	0.104467424
753	0.1044379119
754	0.1044282231
755	0.1044042848
756	0.1043809287
757	0.1043580593
758	0.1043380089
759	0.1043093277
760	0.1042818836
761	0.1042787595
762	0.1042525493
763	0.1042329054
764	0.1042056517
765	0.104188664
766	0.1041733563
767	0.1041586646
768	0.1041402855
769	0.1041207877
770	0.1041048706
771	0.1040873407
772	0.1040761993
773	0.1040644472
774	0.1040516009
775	0.1040390068
776	0.1040211767
777	0.1040011361
778	0.1039934174
779	0.1039815298
780	0.1039746131
781	0.1039684075
782	0.1039568135
783	0.1039355109
784	0.1039348021
785	0.1039118305
786	0.1039053767
787	0.1038755718
788	0.1038550714
789	0.1038408037
790	0.1038405923
791	0.1038345034
792	0.1038233426
793	0.1038056676
794	0.1037873618
795	0.1037689407
796	0.1037510288
797	0.1037209836
798	0.1037200116
799	0.1037088491
800	0.1036957415
801	0.1036837293
802	0.1036755307
803	0.1036596993
804	0.1036491946
805	0.1036257369
806	0.1036004819
807	0.1035844428
808	0.1035641604
809	0.1035479226
810	0.10354439
811	0.103541872
812	0.1035341003
813	0.1035291371
814	0.1035164417
815	0.1034963055
816	0.1034811258
817	0.1034682605
818	0.1034673149
819	0.1034456509
820	0.1034374841
821	0.1034300211
822	0.1034233276
823	0.1034032244
824	0.1033895331
825	0.1033491435
826	0.1033316084
827	0.103311599
828	0.1032874513
829	0.1032867644
830	0.1032842599
831	0.1032653001
832	0.1032536705
833	0.1032480681
834	0.1032338735
835	0.1032211145
836	0.1032099013
837	0.1031927985
838	0.1031829007
839	0.1031496373
840	0.1031378949
841	0.1031348325
842	0.1031297151
843	0.103113124
844	0.1031028392
845	0.1031026486
846	0.1030926313
847	0.1030923423
848	0.1030745144
849	0.1030655197
850	0.1030607843
851	0.1030491444
852	0.1030366023
853	0.1030251001
854	0.1030020623
855	0.1029770416
856	0.1029634155
857	0.1029505269
858	0.1029402901
859	0.1029350075
860	0.1029276958
861	0.1029089999
862	0.1028986377
863	0.1028836137
864	0.1028732282
865	0.1028681071
866	0.1028617112
867	0.1028388883
868	0.1028257
869	0.1028173136
870	0.1028122682
871	0.1028109022
872	0.102796956
873	0.102782239
874	0.1027582789
875	0.1027539485
876	0.1027424335
877	0.1027292657
878	0.1027146432
879	0.1027005737
880	0.1026947351
881	0.1026735206
882	0.1026683633
883	0.1026597802
884	0.1026526588
885	0.1026523432
886	0.102642023
887	0.1026340638
888	0.1026196028
889	0.102598511
890	0.1025838146
891	0.1025618306
892	0.1025384966
893	0.102530197
894	0.1025151636
895	0.1024956174
896	0.1024784274
897	0.102477721
898	0.102474323
899	0.1024586225
900	0.1024423453
901	0.1024275389
902	0.1024071571
903	0.1023894732
904	0.1023768273
905	0.1023600169
906	0.1023295452
907	0.1023148432
908	0.1022998109
909	0.1022800044
910	0.1022748472
911	0.1022581511
912	0.1022233606
913	0.1022149676
914	0.1022066174
915	0.1021959572
916	0.1021880425
917	0.1021872632
918	0.1021717841
919	0.1021474508
920	0.1021393603
921	0.1021137936
922	0.1020993812
923	0.1020749032
924	0.1020675672
925	0.1020493947
926	0.102036159
927	0.1020169512
928	0.1020056609
929	0.1020043647
930	0.1019950179
931	0.1019847912
932	0.101975103
933	0.1019729409
934	0.1019535888
935	0.1019493572
936	0.1019408537
937	0.1019353658
938	0.1019131358
939	0.1018971942
940	0.1018807525
941	0.1018655455
942	0.1018544784
943	0.101845343
944	0.1018449143
945	0.101842612
946	0.1018321164
947	0.1018111826
948	0.1017937299
949	0.1017765602
950	0.1017722672
951	0.1017612435
952	0.1017490416
953	0.1017305902
954	0.1017292166
955	0.1017187142
956	0.1017034886
957	0.1016956377
958	0.1016785703
959	0.1016721996
960	0.1016533238
961	0.1016475148
962	0.1016334889
963	0.1016259921
964	0.1016204937
965	0.1016084807
966	0.1016080854
967	0.1015931549
968	0.1015926931
969	0.1015634037
970	0.1015497638
971	0.1015368175
972	0.1015306272
973	0.1015206463
974	0.1015119374
975	0.1015109927
976	0.1014952838
977	0.1014895243
978	0.1014699695
979	0.1014642853
980	0.1014528868
981	0.1014410141
982	0.1014286992
983	0.1014170644
984	0.101411515
985	0.1014013804
986	0.1013904599
987	0.1013704006
988	0.1013535553
989	0.1013454514
990	0.1013438631
991	0.1013290962
992	0.1013128985
993	0.1013037737
994	0.1012931025
995	0.1012828138
996	0.1012763655
997	0.1012723339
998	0.1012578962
999	0.1012456562
1000	0.1012390318
1001	0.1012263862
1002	0.101223624
1003	0.1012016396
1004	0.1011992272
1005	0.1011864973
1006	0.1011841189
1007	0.1011719798
1008	0.1011602643
1009	0.1011290997
1010	0.101118825
1011	0.1011151294
1012	0.1011065929
1013	0.1010977149
1014	0.101085641
1015	0.1010734977
1016	0.1010542906
1017	0.1010423271
1018	0.1010370986
1019	0.1010365056
1020	0.1010222812
1021	0.1010082731
1022	0.1010047474
1023	0.1009935244
1024	0.100993113
1025	0.1009834123
1026	0.1009819765
1027	0.1009707629
1028	0.1009594248
1029	0.1009378144
1030	0.1009301859
1031	0.1009089764
1032	0.1009083482
1033	0.1008958714
1034	0.1008848292
1035	0.1008717672
1036	0.1008585565
1037	0.1008459947
1038	0.1008455719
1039	0.1008420045
1040	0.1008416825
1041	0.1008366255
1042	0.1008363963
1043	0.1008223761
1044	0.1008210698
1045	0.1007955097
1046	0.1007855957
1047	0.1007813275
1048	0.10077496
1049	0.1007738041
1050	0.1007692625
1051	0.1007610247
1052	0.1007604764
1053	0.1007508167
1054	0.1007339227
1055	0.1007253429
1056	0.1007083099
1057	0.1006998709
1058	0.1006870712
1059	0.100666903
1060	0.1006617123
1061	0.1006541177
1062	0.1006470367
1063	0.1006432161
1064	0.1006376985
1065	0.1006244169
1066	0.1005968875
1067	0.1005897352
1068	0.1005810143
1069	0.1005747678
1070	0.1005658456
1071	0.1005555003
1072	0.1005394586
1073	0.1005234569
1074	0.1005086956
1075	0.1004924984
1076	0.1004755444
1077	0.1004573127
1078	0.1004382311
1079	0.1004316455
1080	0.1004207377
1081	0.1004202575
1082	0.1004033083
1083	0.1003863206
1084	0.100371068
1085	0.1003563379
1086	0.1003557444
1087	0.100330302
1088	0.1003074217
1089	0.1002817506
1090	0.1002650672
1091	0.1002578472
1092	0.100250813
1093	0.1002504323
1094	0.1002395271
1095	0.1002283517
1096	0.1002107416
1097	0.1001948033
1098	0.1001723381
1099	0.1001640697
1100	0.1001483493
1101	0.1001407031
1102	0.1001188282
1103	0.1001181862
1104	0.1001136329
1105	0.1000935493
1106	0.1000854862
1107	0.1000704003
1108	0.1000575537
1109	0.1000446491
1110	0.1000403421
1111	0.1000248957
1112	0.1000193685
1113	0.1000116384
1114	0.09998697669
1115	0.09997360285
1116	0.09996230058
1117	0.09994560039
1118	0.09993208824
1119	0.09992464404
1120	0.09991978473
1121	0.09990551367
1122	0.09989330023
1123	0.09988392774
1124	0.09987654368
1125	0.09985585154
1126	0.09982298529
1127	0.09982261353
1128	0.09981517427
1129	0.09980527569
1130	0.09979321036
1131	0.09975376456
1132	0.09973650105
1133	0.09972437682
1134	0.09971281889
1135	0.09970809945
1136	0.09969475008
1137	0.09968136792
1138	0.09965683629
1139	0.09965237152
1140	0.09964285146
1141	0.09963230207
1142	0.09962159748
1143	0.09960762597
1144	0.0996034811
1145	0.0996011733
1146	0.09959487579
1147	0.09959418715
1148	0.09957893033
1149	0.09956864154
1150	0.09955498578
1151	0.09954263086
1152	0.0995286874
1153	0.0995198552
1154	0.09949841311
1155	0.09949077744
1156	0.09948321229
1157	0.09946719272
1158	0.09945719599
1159	0.09943956645
1160	0.099438867
1161	0.09942730163
1162	0.09941937447
1163	0.09941185656
1164	0.09940035104
1165	0.09938338557
1166	0.09936197407
1167	0.0993529146
1168	0.09933867649
1169	0.09932581254
1170	0.09931348251
1171	0.0993008627
1172	0.09927681285
1173	0.09925516406
1174	0.09925487101
1175	0.09924340797
1176	0.09923217667
1177	0.09922135873
1178	0.09922060332
1179	0.09921947301
1180	0.0991973312
1181	0.0991806097
1182	0.09916165936
1183	0.0991508052
1184	0.09914907411
1185	0.09913491963
1186	0.09912867629
1187	0.0991283986
1188	0.09910894582
1189	0.09909895228
1190	0.09908368942
1191	0.09906322977
1192	0.09904309499
1193	0.09903266407
1194	0.09902063217
1195	0.09900763913
1196	0.09899909868
1197	0.09897443413
1198	0.09895612826
1199	0.09894177802
1200	0.09892765498
1201	0.09892035216
1202	0.09890813826
1203	0.09889195653
1204	0.09887316782
1205	0.09886755487
1206	0.09886088955
1207	0.09884947698
1208	0.09883342786
1209	0.09882143416
1210	0.0988208215
1211	0.09881518019
1212	0.0988143266
1213	0.09879585835
1214	0.09877947666
1215	0.09877794468
1216	0.09876538662
1217	0.09874986915
1218	0.09872251696
1219	0.09871691044
1220	0.0987085512
1221	0.09869542561
1222	0.09868241583
1223	0.09867262204
1224	0.09866824477
1225	0.09865712888
1226	0.09864752502
1227	0.09864118902
1228	0.09863162787
1229	0.09861835887
1230	0.09861195467
1231	0.09858286466
1232	0.09857129666
1233	0.09855914345
1234	0.09855060498
1235	0.09854293892
1236	0.09854237056
1237	0.09853518727
1238	0.09852556471
1239	0.09851431802
1240	0.09851382519
1241	0.09850597994
1242	0.09848890186
1243	0.09847112908
1244	0.09846158302
1245	0.09846095912
1246	0.09845836545
1247	0.0984578813
1248	0.09843480318
1249	0.09842708431
1250	0.09841347121
1251	0.09839741542
1252	0.09838596799
1253	0.0983833991
1254	0.09837493346
1255	0.09836460407
1256	0.09835549601
1257	0.09832696363
1258	0.09831939675
1259	0.09830653237
1260	0.09828949918
1261	0.0982776545
1262	0.09826593937
1263	0.0982610871
1264	0.09824561678
1265	0.098237841
1266	0.09822430416
1267	0.09820230786
1268	0.09819762308
1269	0.09818198028
1270	0.09818139502
1271	0.09815566562
1272	0.09814085158
1273	0.09813998494
1274	0.09813414327
1275	0.09811677098
1276	0.09810772739
1277	0.0981027492
1278	0.09809900384
1279	0.09809867094
1280	0.09808887179
1281	0.09808053216
1282	0.09806912455
1283	0.09805970308
1284	0.0980448348
1285	0.09803588362
1286	0.09803506129
1287	0.09802469646
1288	0.09802337926
1289	0.09801155594
1290	0.09801064784
1291	0.09799869898
1292	0.09798656238
1293	0.09796723672
1294	0.09795226377
1295	0.09793984888
1296	0.09792762787
1297	0.09791614422
1298	0.09789993837
1299	0.09788101433
1300	0.09786952206
1301	0.0978553186
1302	0.09784858176
1303	0.09784164337
1304	0.09784125992
1305	0.09783134972
1306	0.09782263463
1307	0.09781065897
1308	0.09779991805
1309	0.09778677676
1310	0.09776770342
1311	0.0977606309
1312	0.09775370862
1313	0.09774190844
1314	0.09772797465
1315	0.09771812011
1316	0.09771163848
1317	0.09768655553
1318	0.09768170161
1319	0.09766436854
1320	0.09766128654
1321	0.09766094578
1322	0.09764863905
1323	0.09764629551
1324	0.09763801041
1325	0.09762826305
1326	0.09761769654
1327	0.09760112006
1328	0.09759311456
1329	0.09758582202
1330	0.09757834004
1331	0.09756191587
1332	0.09756095184
1333	0.0975522767
1334	0.09754614477
1335	0.09753115669
1336	0.09753083364
1337	0.09751725824
1338	0.09749710345
1339	0.09749053545
1340	0.09747810625
1341	0.09746902677
1342	0.09745301912
1343	0.09743315258
1344	0.09741555321
1345	0.09740703388
1346	0.09740629249
1347	0.09739703766
1348	0.0973903622
1349	0.09738084031
1350	0.09737827752
1351	0.09736346046
1352	0.09736292319
1353	0.09736237208
1354	0.09734402239
1355	0.0973313307
1356	0.09731855652
1357	0.09731782926
1358	0.0973103297
1359	0.09730568604
1360	0.09728574974
1361	0.0972816264
1362	0.09728025178
1363	0.09727023945
1364	0.09726115764
1365	0.09725553674
1366	0.09723809366
1367	0.09722917993
1368	0.09721116625
1369	0.09720171342
1370	0.0971745741
1371	0.09716453302
1372	0.09715813562
1373	0.09715344315
1374	0.0971372805
1375	0.097123545
1376	0.0971114533
1377	0.09709668935
1378	0.09708080042
1379	0.09708033586
1380	0.09707328166
1381	0.09707191033
1382	0.09706176105
1383	0.09705340207
1384	0.09704715182
1385	0.09703859515
1386	0.09702830748
1387	0.09701506625
1388	0.09701478322
1389	0.09700575123
1390	0.09699684187
1391	0.09699635331
1392	0.09699576662
1393	0.09697966545
1394	0.09696605817
1395	0.09695285264
1396	0.09695038695
1397	0.0969421224
1398	0.0969367826
1399	0.09692519013
1400	0.09692014357
1401	0.09691924815
1402	0.09691195494
1403	0.0969014213
1404	0.09689287612
1405	0.09688806253
1406	0.09687398877
1407	0.09686289011
1408	0.09685277136
1409	0.0968521482
1410	0.09683477175
1411	0.09682026256
1412	0.09681565926
1413	0.09681111246
1414	0.09680209144
1415	0.09678395115
1416	0.09677519159
1417	0.09675599144
1418	0.09675136284
1419	0.09674152423
1420	0.09672977305
1421	0.09671479638
1422	0.09669869924
1423	0.09668540125
1424	0.09667333874
1425	0.09666667395
1426	0.09666127515
1427	0.09664659721
1428	0.09663901865
1429	0.09663799075
1430	0.09662503592
1431	0.09660840835
1432	0.09659376011
1433	0.09658861914
1434	0.09658690474
1435	0.09657253998
1436	0.09656206135
1437	0.09656056653
1438	0.09655099756
1439	0.09654362691
1440	0.0965230747
1441	0.09652268871
1442	0.0965129714
1443	0.09650306411
1444	0.09650266215
1445	0.09649619641
1446	0.09647923624
1447	0.09646718561
1448	0.09644744726
1449	0.09642861627
1450	0.09641121096
1451	0.09639001715
1452	0.09638894451
1453	0.096388473
1454	0.09637521433
1455	0.096367291
1456	0.09635268234
1457	0.09633303341
1458	0.0963306113
1459	0.09631822881
1460	0.09631733142
1461	0.09630807517
1462	0.0963007363
1463	0.09628465743
1464	0.09626763916
1465	0.09624744007
1466	0.09621494684
1467	0.09620046136
1468	0.09618694357
1469	0.09618053155
1470	0.09618022246
1471	0.09617907472
1472	0.09617022323
1473	0.09615834007
1474	0.09614883672
1475	0.09614797151
1476	0.09613678478
1477	0.09613531401
1478	0.09613326319
1479	0.09612051769
1480	0.09611751
1481	0.09610680222
1482	0.09609350759
1483	0.09607668266
1484	0.09605977506
1485	0.09605552406
1486	0.09604854895
1487	0.09603840897
1488	0.0960123641
1489	0.09599862453
1490	0.09598801103
1491	0.09598772978
1492	0.0959817461
1493	0.09596406589
1494	0.09594684761
1495	0.09593471058
1496	0.09592810737
1497	0.09592725714
1498	0.09592527711
1499	0.09590844509
1500	0.09588966324
1501	0.09587990065
1502	0.09587021204
1503	0.0958517786
1504	0.09583978326
1505	0.09583041352
1506	0.09582001983
1507	0.09581164489
1508	0.09579325441
1509	0.09577490014
1510	0.09575902651
1511	0.09575285773
1512	0.09573162039
1513	0.09571485171
1514	0.095702861
1515	0.09569168794
1516	0.09567696477
1517	0.09567620554
1518	0.09566191368
1519	0.0956573896
1520	0.09564302226
1521	0.09563886513
1522	0.09563118782
1523	0.09562231971
1524	0.09560698768
1525	0.09558435223
1526	0.09557458822
1527	0.09556779136
1528	0.09555313289
1529	0.09554645435
1530	0.09553633443
1531	0.09552900563
1532	0.09551552851
1533	0.09550732281
1534	0.0954885626
1535	0.09548004804
1536	0.09547585143
1537	0.09547171411
1538	0.09546414592
1539	0.0954638564
1540	0.09544809023
1541	0.09544211818
1542	0.09544038544
1543	0.09543604581
1544	0.09543299766
1545	0.09542405597
1546	0.09541617994
1547	0.09541544686
1548	0.0954083954
1549	0.09539944215
1550	0.09539880478
1551	0.09539384756
1552	0.09538635003
1553	0.09538493213
1554	0.09537890276
1555	0.09537882674
1556	0.09537741054
1557	0.0953663478
1558	0.09535794563
1559	0.09534648825
1560	0.095335805
1561	0.09532049561
1562	0.09531186826
1563	0.09530642984
1564	0.09529854566
1565	0.09529282413
1566	0.09529035635
1567	0.095290114
1568	0.09528257932
1569	0.09526758731
1570	0.09526569484
1571	0.09526337886
1572	0.09525235413
1573	0.09524003257
1574	0.09522489434
1575	0.09521880693
1576	0.0952085224
1577	0.09520335104
1578	0.09518973055
1579	0.09518197467
1580	0.09516450953
1581	0.09515864651
1582	0.09515244699
1583	0.09514340211
1584	0.09512809813
1585	0.09512058311
1586	0.09510979549
1587	0.09509803623
1588	0.09508601397
1589	0.09507804956
1590	0.09506450677
1591	0.09505464392
1592	0.09504524532
1593	0.09503177406
1594	0.09501903935
1595	0.09500953233
1596	0.09500720702
1597	0.09499655258
1598	0.09498383834
1599	0.09496556868
1600	0.09495239829
1601	0.09494844308
1602	0.09494548297
1603	0.09494188674
1604	0.09492688293
1605	0.0949198874
1606	0.09491948777
1607	0.09491803558
1608	0.09490815115
1609	0.09489492824
1610	0.09488315262
1611	0.094865695
1612	0.09484476909
1613	0.09484089833
1614	0.09482783937
1615	0.09482705148
1616	0.09481440024
1617	0.09480455426
1618	0.09479029301
1619	0.09478201433
1620	0.09477549736
1621	0.09475584678
1622	0.09474957783
1623	0.09473924968
1624	0.0947311527
1625	0.09472112281
1626	0.09472072986
1627	0.09471168379
1628	0.09469995508
1629	0.0946915709
1630	0.09467961882
1631	0.09467021011
1632	0.09465128278
1633	0.09464566315
1634	0.09463697824
1635	0.0946215538
1636	0.09461275816
1637	0.09461213686
1638	0.09460826255
1639	0.09460516625
1640	0.09460483517
1641	0.09459628686
1642	0.09458265957
1643	0.09456602279
1644	0.09454494623
1645	0.09453434985
1646	0.09452028202
1647	0.09450684416
1648	0.09450164993
1649	0.09449702803
1650	0.09449177928
1651	0.09448630629
1652	0.09447422632
1653	0.0944738133
1654	0.09446916969
1655	0.09446133091
1656	0.09446060834
1657	0.09445439266
1658	0.09444328945
1659	0.09442706887
1660	0.09441864168
1661	0.09441412076
1662	0.09440966801
1663	0.09440300537
1664	0.0943824372
1665	0.09436769804
1666	0.09436280902
1667	0.09435956288
1668	0.09435350707
1669	0.09434795822
1670	0.09434516455
1671	0.0943281943
1672	0.09431841584
1673	0.09429599445
1674	0.09429544373
1675	0.09428085246
1676	0.09427979754
1677	0.09426775805
1678	0.09426661608
1679	0.09425949301
1680	0.09424408664
1681	0.09424379769
1682	0.09423565647
1683	0.0942312075
1684	0.09421712284
1685	0.09420786213
1686	0.09420288242
1687	0.09418905254
1688	0.09417523727
1689	0.09417037748
1690	0.09415912272
1691	0.09415258867
1692	0.09414208331
1693	0.09413584147
1694	0.09411457086
1695	0.0941047049
1696	0.09409180379
1697	0.09408748741
1698	0.09407605271
1699	0.09407137816
1700	0.09405896769
1701	0.09405062967
1702	0.09404475032
1703	0.09403401614
1704	0.09401809172
1705	0.0940055432
1706	0.09398742408
1707	0.09398178136
1708	0.09397601508
1709	0.09396779075
1710	0.09393866848
1711	0.09392875011
1712	0.0939170561
1713	0.09390813106
1714	0.09390222374
1715	0.09390161354
1716	0.09389637819
1717	0.09389530851
1718	0.09388809046
1719	0.09388031798
1720	0.09387955953
1721	0.09387077514
1722	0.09386106804
1723	0.09385011367
1724	0.09384554001
1725	0.09384056131
1726	0.09383692019
1727	0.0938130413
1728	0.09380191782
1729	0.09378941785
1730	0.09378296596
1731	0.09377871126
1732	0.09377106392
1733	0.09376278984
1734	0.09374000846
1735	0.09373018726
1736	0.09372319065
1737	0.09371359587
1738	0.09369372015
1739	0.09367773576
1740	0.09367105012
1741	0.0936669487
1742	0.09366560764
1743	0.09366521633
1744	0.09365537717
1745	0.09365492516
1746	0.09365103412
1747	0.09364061386
1748	0.09362453975
1749	0.0936024287
1750	0.09359215567
1751	0.09358352656
1752	0.09358259183
1753	0.09356647411
1754	0.09356394068
1755	0.09353604042
1756	0.09352283985
1757	0.09351318158
1758	0.09351057758
1759	0.0935100446
1760	0.09350101951
1761	0.09348954146
1762	0.09347369147
1763	0.09346375215
1764	0.09345232494
1765	0.09344025882
1766	0.09342728363
1767	0.09342087348
1768	0.09340873648
1769	0.09340223587
1770	0.09339717019
1771	0.09338574049
1772	0.09336639009
1773	0.09336261551
1774	0.09335144803
1775	0.09334450559
1776	0.09332172717
1777	0.09330710436
1778	0.0932921898
1779	0.09329030315
1780	0.09328303105
1781	0.09327323952
1782	0.09325421903
1783	0.09324183351
1784	0.09322633001
1785	0.09322106629
1786	0.09320522054
1787	0.09319623031
1788	0.09318178301
1789	0.09317648843
1790	0.09317447318
1791	0.09317027457
1792	0.09316159197
1793	0.09315592053
1794	0.09313765824
1795	0.09312408218
1796	0.09312172504
1797	0.09310754975
1798	0.0930989352
1799	0.09308844234
1800	0.09308777489
1801	0.09307605553
1802	0.09306675058
1803	0.09305045293
1804	0.09304036898
1805	0.09303784727
1806	0.09303095274
1807	0.09302054799
1808	0.09300172915
1809	0.09299381559
1810	0.09298214529
1811	0.09296969626
1812	0.09295745015
1813	0.09294909832
1814	0.09293609771
1815	0.09292959316
1816	0.09292427148
1817	0.09291237449
1818	0.09289921061
1819	0.09289037547
1820	0.09287830039
1821	0.09287375725
1822	0.09286595585
1823	0.09285640867
1824	0.09284378383
1825	0.09283619861
1826	0.09282961639
